file_name,unit_number,unit_title,lesson_number,lesson_title,skill,concept,learning_objective,difficulty_level,evidence_from_transcript
NA - 06 ｜  الرياضيات ｜  جمع عددين ضمن9999 مع حمل  ｜ الدرس السادس   ｜ الصف الثالث الاساسي  ｜   الفصل الاول.txt,1,الفصل الأول,6,جمع عددين ضمن 9999 مع حمل,تطبيق الجمع مع الحمل المتعدد,الجمع مع حمل في أكثر من منزلة,أن يجمع الطالب عددين ضمن 9999 مع حمل في أكثر من منزلة.,Medium,المسألة هي 5183 زائد 2599. 3 زائد 9 يساوي 12. سأضع 2 في الآحاد، وأحمل 1. 1 (المحمولة) و 8 (عشرات) و 9 (عشرات) تصبح 18 (عشرة). سأضع 8 في منزلة العشرات، وأحمل 1 (مئة) إلى منزلة المئات.
NA - 06 ｜  الرياضيات ｜  جمع عددين ضمن9999 مع حمل  ｜ الدرس السادس   ｜ الصف الثالث الاساسي  ｜   الفصل الاول.txt,1,الفصل الأول,6,جمع عددين ضمن 9999 مع حمل,حل المسائل الكلامية,تطبيق الجمع في سياقات حياتية,أن يحل الطالب مسائل كلامية تتضمن جمع عددين ضمن 9999 مع حمل.,Hard,في موسم قطف الزيتون، أنتجت قرية فلسطينية 3358 كيلوغرامًا... وأنتجت القرية المجاورة 4817 كيلوغرامًا. كم كيلوغرامًا أنتجت القريتان معًا؟ إذًا سأقوم بإجراء عملية الجمع.
NA - 06 ｜  الرياضيات ｜  جمع عددين ضمن9999 مع حمل  ｜ الدرس السادس   ｜ الصف الثالث الاساسي  ｜   الفصل الاول.txt,1,الفصل الأول,6,جمع عددين ضمن 9999 مع حمل,صياغة المسائل الكلامية,تحويل عملية حسابية إلى سياق حياتي,أن يصيغ الطالب مسألة كلامية من واقع الحياة يكون حلها عملية جمع عددين ضمن 9999.,Hard,كوّن مسألة كلامية يكون حلها 5376 زائد 1428 من واقع الحياة. قوموا بتكوين مسألة كلامية ويجب أن يكون الحل باستخدام عملية الجمع، ويجب أن تكون أعداد المسألة الكلامية من أربع منازل.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,تذكر عناصر جملة الطرح,عناصر جملة الطرح (المطروح منه، المطروح، باقي الطرح),,Easy,هيا نتذكر عناصر جملة الطرح. أخذناها سابقًا: العدد الأول يمثل المطروح منه، والعدد الثاني يمثل المطروح، وما بعد اليساوي نقول عنه باقي الطرح أو ناتج عملية الطرح.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,حل مسائل طرح لفظية لتحديد الفرق,تحديد عملية الطرح من سياق المشكلة اللفظية,,Easy,بكم يزيد علي عن هدى؟ ما العملية التي سأستخدمها حتى أحصل على المطلوب، أو حتى أعرف كم يزيد علي عن هدى؟ إنها عملية الطرح، أحسنتم.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,إجراء عملية طرح أعداد من ثلاث منازل,طرح الأعداد بالترتيب حسب المنازل (آحاد، عشرات، مئات),,Easy,كيف أجري عملية الطرح؟ أطرح الآحاد من الآحاد، والعشرات من العشرات، والمئات من المئات. صفر ناقص صفر ماذا يساوي أعزائي؟ صفر. اثنين ناقص واحد ماذا يساوي؟ واحد. ثلاثة ناقص واحد ماذا يساوي؟ اثنين.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,إيجاد ناتج طرح عددين ضمن 9999 دون استلاف,طرح أعداد مكونة من أربع منازل,أن نجد ناتج طرح عددين ضمن 9999 دون استلاف.,Easy,نتعرف على أهداف لقاء اليوم: أن نجد ناتج طرح عددين ضمن 9999 دون استلاف.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,تمثيل عملية الطرح باستخدام المعداد,مفهوم الطرح (أخذ، إزالة، شطب، حذف) بوسائل حسية,,Medium,أحضرت لكم صديقنا المعداد، وقمت بتمثيل ما أنتجه المصنع على هذا المعداد... ألم نتفق أن الطرح هو: أخذ، إزالة، شطب، حذف؟
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,إجراء عملية الطرح العمودي باستخدام لوحة المنازل,لوحة المنازل وتنظيم الطرح العمودي,,Easy,نمثل العملية على ماذا؟ باستخدام لوحة المنازل... اتفقنا نطرح الآحاد من الآحاد، والعشرات من العشرات، والمئات من المئات، وهكذا.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,التحقق من صحة عملية الطرح بالجمع,العلاقة العكسية بين الجمع والطرح,أن نتحقق من صحة عملية الطرح، بماذا؟ بالجمع.,Medium,نتعرف على أهداف لقاء اليوم: ... أن نتحقق من صحة عملية الطرح، بماذا؟ بالجمع.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,تطبيق التحقق من الطرح بالجمع (عمودي),مقارنة ناتج الجمع بالمطروح منه للتأكد من صحة الطرح,,Medium,ركزوا كيف سأتحقق؟ باستخدام الجمع. سأحضر باقي الطرح، ثم أكتب المطروح... قارنوا ما بين ناتج الجمع والمطروح منه. إذا كانا متساويين، فعملية الطرح التي قمت بها عملية صحيحة.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,تطبيق التحقق من الطرح بالجمع (أفقي),الطرح الأفقي والتحقق بالجمع الأفقي,,Medium,أطرح ثم أتحقق من صحة الطرح بالجمع. هذا طرح ماذا؟ أفقي. كالعادة، أطرح الآحاد من الآحاد، والعشرات من العشرات...
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,التحقق من صحة عملية الطرح بالتقدير,التقدير (التقريب لأعلى منزلة) ومعقولية النتائج,أن نتحقق من صحة عملية الطرح بالتقدير.,Medium,نتعرف على أهداف لقاء اليوم: ... أن نتحقق من صحة عملية الطرح بالتقدير.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,تطبيق التحقق من الطرح بالتقدير (عمودي),تقريب الأعداد لأعلى منزلة وتقدير ناتج الطرح,,Medium,أطرح ثم أتحقق من صحة الطرح بالتقدير. أتذكرون ماذا نعني بالتقدير؟ التقدير هو التقريب لأعلى منزلة. ... قدِّروا لي المطروح منه: (5797). 7 (في المئات) أكبر من 5، إذن سنضيف لآحاد الألوف واحد وتصبح 6000.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,تطبيق التحقق من الطرح بالتقدير (أفقي),تقدير ناتج الطرح الأفقي ومقارنته بالناتج الفعلي,,Medium,أطرح ثم أتحقق من صحة الطرح بالتقدير. الطرح ماذا؟ أفقي... هل تقدير هذا العدد (3648) يساوي تقريبًا 4000؟ ... أي أن التقدير معقول، إذن الحل صحيح، نجحنا.
NA - 07 ｜  الرياضيات ｜ طرح عددين ضمن9999 دون استلاف  ｜ الدرس السابع ｜ الصف الثالث الاساسي ｜   الفصل الاول.txt,,الرياضيات,07,طرح عددين ضمن 9999 دون استلاف,حل مسائل لفظية واقعية واختيار طريقة مناسبة للتحقق,تطبيق مهارات الطرح والتحقق في سياقات حياتية,,Medium,كم نسمة تزيد القرية الأولى عن القرية الثانية؟ قوموا بحل هذه المسألة وتحققوا باستخدام الطريقة التي تريدونها أعزائي الطلاب.
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,تذكر حقائق الطرح الأساسية,عملية الطرح,تذكر ناتج طرح الأعداد ضمن 20,Easy,هيا نتذكر بعض المسائل الرياضية المتعلقة بعملية الطرح. 12 ناقص 5 ماذا يساوي؟ فكروا جيدًا. 12 ناقص 5 يساوي 7. أحسنتم.
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,فهم العلاقات بين المنازل العشرية,القيمة المنزلية وإعادة التجميع,معرفة قيمة إعادة التجميع بين المنازل (1 عشرة = 10 آحاد، 1 مئة = 10 عشرات، 1 ألف = 10 مئات),Medium,كم عدد الآحاد في العشرة الواحدة؟ ... تساوي 10 آحاد. أيضًا، المئة. ما عدد العشرات في المئة؟ ... 10 عشرات. رائعون. الألف. كم مئة؟ ... 10 مئات.
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,حل مسائل كلامية,تطبيق الطرح في سياقات حياتية,تحديد العملية المناسبة لحل المسائل الكلامية الحياتية,Medium,علي وأحمد يعملان في نفس المصنع. يتقاضى علي راتبًا مقداره 850 دينارًا، ويزيد عن راتب أحمد بـ 280 دينارًا. السؤال: كم راتب أحمد؟
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,طرح الأعداد ضمن 3 منازل مع استلاف,الطرح مع الاستلاف (إعادة التجميع),إيجاد ناتج طرح عددين ضمن 999 مع استلاف,Medium,سنقوم بكتابة 850 ناقص 280. ... خمسة ناقص ثمانية. هل يجوز؟ لا. ما الحل في هذه الحالة؟ تعلمنا ... إنها الاستلاف. إذن، منزلة العشرات ستستلف من منزلة المئات مئة واحدة.
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,تطبيق قواعد الاستلاف,قواعد الاستلاف في الطرح,تطبيق قاعدة الاستلاف من المنزلة الأعلى مباشرة,Easy,الاستلاف يكون من المنزلة الأعلى مباشرة، أي أن الآحاد تستلف من العشرات، والعشرات تستلف من المئات، والمئات تستلف من منزلة آحاد الألوف.
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,طرح الأعداد ضمن 4 منازل مع استلاف,الطرح مع الاستلاف (إعادة التجميع),أن يجد ناتج طرح عددين ضمن تسعة آلاف وتسعمئة وتسعة وتسعين مع استلاف,Medium,أهداف لقاء اليوم، وهي أهداف جميلة: أن نجد ناتج طرح عددين ضمن تسعة آلاف وتسعمئة وتسعة وتسعين مع استلاف.
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,التحقق من صحة الطرح,العلاقة العكسية بين الجمع والطرح,أن يتحقق من صحة عملية الطرح بالجمع,Medium,أيضًا، أن نتحقق من صحة عملية الطرح بالجمع (أخذناها سابقًا).
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,كتابة الأعداد عمودياً,الطرح العمودي,أن يكتب الطرح عمودياً ويجد الناتج مع مراعاة ترتيب المنازل,Easy,وأيضًا، أن نكتب الطرح عموديًا ونجد الناتج. لاحظوا عندما نكتب أي عملية عموديًا أو نحولها من أفقية إلى عمودية، يجب أن نراعي ترتيب المنازل.
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,قراءة الأعداد ضمن 4 منازل,القيمة المنزلية,قراءة الأعداد المكونة من أربع منازل بشكل صحيح,Easy,حاولوا قراءة العدد الذي باللون الأحمر. كيف أقرأه يا ترى؟ تعلمنا كيف نقرأ عددًا من أربع منازل. يُقرأ: خمسة آلاف وثلاثمئة وخمس علب.
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,تمثيل الطرح باستخدام النماذج المحسوسة,النماذج المحسوسة في الطرح وفهم الاستلاف,تمثيل عملية الطرح مع الاستلاف باستخدام الأجسام الحسابية,Medium,قبل أن أجري عملية الطرح بالخوارزمية العامة أو بالطريقة العامة، أريد أن أمثلها باستخدام الأجسام الحسابية.
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,تمثيل الطرح باستخدام لوحة المنازل,لوحة المنازل في الطرح,تمثيل وإجراء عملية الطرح مع الاستلاف باستخدام لوحة المنازل,Medium,ونبدأ بعرض المثال نفسه ولكن باستخدام لوحة المنازل. أحضرنا لوحة المنازل وفيها أربع منازل. سنقوم بتمثيل العدد الأول...
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,التفكير النقدي حول الاستلاف,فهم حدود وخصائص الاستلاف,تحديد أقصى عدد لمرات الاستلاف الممكنة في طرح الأعداد ضمن 4 منازل,Hard,سؤال وفكروا فيه: ما أقصى عدد (أكبر عدد) من مرات الاستلاف أقوم بها؟ في طرح عددين ضمن أربع منازل، كم مرة أستطيع أن أستلف؟ ... ثلاث مرات، حسب الأعداد أو الأرقام التي بين أيدينا.
NA - 08 ｜  الرياضيات ｜  طرح عددين ضمن9999 مع استلاف  ｜ الدرس الثامن  ｜ الصف الثالث الاساسي  ｜ الفصل الاول.txt,,,8,طرح عددين ضمن 9999 مع استلاف,صياغة مسائل كلامية,ربط الرياضيات بالحياة الواقعية,كتابة مسألة كلامية من واقع الحياة يتضمن حلها عملية طرح معينة,Hard,اكتب مسألة كلامية يكون حلها 6432 - 1625. ولاحظوا أن هذه المسألة الكلامية يجب أن تكون من واقع الحياة.
NA - الصف 3 ｜ الرياضيات ｜  جمع وطرح الأعداد ضمن 9999 ｜ الفصل 1.txt,1,جمع وطرح الأعداد ضمن 9999,,جمع وطرح الأعداد ضمن 9999,تحديد العملية الحسابية المناسبة لحل المسائل اللفظية,"المسائل اللفظية, اختيار العملية الحسابية (الجمع)",أن يحدد الطالب العملية الحسابية المناسبة (الجمع) لحل المسائل اللفظية التي تتطلب إيجاد المجموع الكلي.,Easy,كم يبلغ عدد المعلمين في كلتا المحافظتين؟ يا تُرى، كيف سأجيب عن هذا السؤال؟ ما هي العملية الحسابية التي سأستخدمها حتى أحصل على إجابة هذا السؤال؟
NA - الصف 3 ｜ الرياضيات ｜  جمع وطرح الأعداد ضمن 9999 ｜ الفصل 1.txt,1,جمع وطرح الأعداد ضمن 9999,,جمع وطرح الأعداد ضمن 9999,جمع أعداد ضمن أربع منازل,"القيمة المنزلية (آحاد, عشرات, مئات, آلاف), لوحة المنازل",أن يجمع الطالب عددين ضمن أربع منازل بجمع الآحاد مع الآحاد، والعشرات مع العشرات، وهكذا لباقي المنازل.,Medium,وكيف أجمع عددين مكونين من أربع منازل؟ ...أجمع الآحاد مع الآحاد، والعشرات مع العشرات، والمئات مع المئات، وآحاد الآلاف مع آحاد الآلاف.
NA - الصف 3 ｜ الرياضيات ｜  جمع وطرح الأعداد ضمن 9999 ｜ الفصل 1.txt,1,جمع وطرح الأعداد ضمن 9999,,جمع وطرح الأعداد ضمن 9999,جمع الأعداد مع إعادة التجميع (الحمل),إعادة التجميع (الحمل) في عملية الجمع,أن يجمع الطالب أعداداً ضمن أربع منازل مع إعادة التجميع (الحمل) عند تجاوز مجموع أي منزلة العدد تسعة.,Medium,سبعة زائد ستة ماذا يساوي؟ أحسنتم، ثلاثة عشر. وكيف أكتب الثلاثة عشر؟ أكتب ثلاثة، والمحمول واحد يكون على المنزلة المجاورة والأكبر مباشرةً... واحد وثمانية تسعة، وثلاثة اثنا عشر. اثنان والمحمول واحد.
NA - الصف 3 ｜ الرياضيات ｜  جمع وطرح الأعداد ضمن 9999 ｜ الفصل 1.txt,1,جمع وطرح الأعداد ضمن 9999,,جمع وطرح الأعداد ضمن 9999,التحقق من صحة ناتج الجمع باستخدام خاصية التبديل,خاصية التبديل في الجمع,أن يتحقق الطالب من صحة ناتج الجمع بإعادة ترتيب المضافات (التبديل) ثم مقارنة ناتجي الجمع قبل وبعد التبديل.,Easy,كيف أتحقق من صحة الجمع؟ أخذنا سابقًا كيف... أحسنتم، باستخدام التبديل. وهيا بنا نقوم بالتبديل ونجري عملية الجمع لنتحقق من صحة ناتج الجمع.
NA - الصف 3 ｜ الرياضيات ｜  جمع وطرح الأعداد ضمن 9999 ｜ الفصل 1.txt,1,جمع وطرح الأعداد ضمن 9999,,جمع وطرح الأعداد ضمن 9999,التحقق من معقولية ناتج الجمع بالتقدير,"التقدير, التقريب لأعلى منزلة",أن يتحقق الطالب من معقولية ناتج الجمع باستخدام التقدير عن طريق تقريب الأعداد لأعلى منزلة.,Medium,هيا بنا أعزائي الطلاب نتحقق من معقولية الحل الذي قمنا به باستخدام ماذا؟ التقدير. وتتذكرون التقدير: أن نقرب لأعلى منزلة.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,استذكار المعلومات السابقة,تمثيل البيانات بالصور,,Easy,أتذكرون التمثيل بالصور؟ تمثيل البيانات بالصور؟ أخذناها في لقاء سابق.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,تمثيل البيانات بالصور,البيانات والرموز في التمثيل بالصور,,Easy,أمثل هذه البيانات بالصور، حيث تمثل هذه الصورة بابًا واحدًا. تمثل ماذا؟ بابًا واحدًا.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,فهم مفهوم جداول البيانات,تمثيل البيانات بالجداول,تنظيم البيانات في جداول بسيطة,Easy,وهذا أعزاء الطلاب تمثيل البيانات بماذا؟ بالجداول. أقوم بذكر البيانات ومن ثم أضع عددًا. وهو عنوان لقاء اليوم: البيانات وتمثيلها بالجداول.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,تنظيم البيانات,الجداول البسيطة,تنظيم بيانات في جداول بسيطة,Easy,ويتوقع منك بعد الانتهاء من هذا الدرس وهذا اللقاء أن ننظم بيانات في جداول بسيطة
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,قراءة البيانات,البيانات الممثلة بالجداول,قراءة بيانات ممثلة بالجداول,Easy,وأيضًا قراءة بيانات ممثلة بالجداول
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,توظيف تنظيم البيانات,حل مشكلات حياتية,توظيف تنظيم البيانات بالجداول في حل مشكلات حياتية,Medium,وأيضًا توظيف تنظيم البيانات بالجداول في حل مشكلات حياتية.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,تفسير البيانات,تحديد القيمة القصوى,قراءة بيانات ممثلة بالجداول,Easy,أكثر جهة من السور يقع عليها أبواب؟ أي جهة من الجهات الأربع يقع عليها أكثر عدد من الأبواب؟
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,تفسير البيانات,تحديد القيمة الدنيا,قراءة بيانات ممثلة بالجداول,Easy,أقل جهة من السور يقع عليها أبواب؟ أقل عدد من الأبواب، لاحظوا أقل عدد من الأبواب أين يوجد؟
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,جمع البيانات,المجموع,توظيف تنظيم البيانات بالجداول في حل مشكلات حياتية,Easy,ما مجموع الأبواب على الجهات الشمالية والغربية؟ الشمالية والغربية، ما مجموع؟ ما مجموع الأبواب؟ ثلاثة زائد سبعة يساوي عشرة أبواب.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,تنظيم البيانات المجمعة,جداول البيانات,تنظيم بيانات في جداول بسيطة,Easy,الآن لننظم هذه البيانات بماذا؟ بالجداول. إذن يلزمني أن أحضر جدولًا. أكتب أسماء المواد التي نأخذها نحن طلاب الصف الثالث، ونكتب بجانب كل مادة عدد الحصص.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,مقارنة البيانات,تحديد القيمة القصوى من جدول,قراءة بيانات ممثلة بالجداول,Easy,أكبر عدد من الحصص خلال الجداول في الأسبوع لأي مادة؟ ما أكثر مادة لها حصص في الأسبوع؟
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,حساب المجموع الكلي,عمليات الجمع,توظيف تنظيم البيانات بالجداول في حل مشكلات حياتية,Medium,ما عدد الحصص الأسبوعية؟ أي ما عدد حصص جميع المواد التي نأخذها في الأسبوع؟ ... سنقوم بإجراء عمليات الجمع.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,استنتاج المعلومات,التفكير النقدي,توظيف تنظيم البيانات بالجداول في حل مشكلات حياتية,Medium,هل هناك حصة للعلوم والحياة في كل يوم؟ نحن كم يوم نذهب إلى المدرسة؟ خمسة أيام. هل يوميًا نأخذ حصة علوم وحياة؟
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,ترتيب البيانات,الترتيب التصاعدي,قراءة بيانات ممثلة بالجداول,Easy,الآن أرتب أسماء الأصدقاء ماذا؟ تصاعديًا حسب مبلغ التبرع. تصاعديًا من المبلغ الأقل إلى المبلغ الأكثر.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,إيجاد قيمة مجهولة,حل مشكلات البيانات,توظيف تنظيم البيانات بالجداول في حل مشكلات حياتية,Medium,إذا كان عدد المشاركين في الرحلة مئتين وخمسين طالبًا، فإن عدد طلبة الصف الثالث؟ جميع الطلاب مئتان وخمسون.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,جمع البيانات من الواقع,تعبئة جداول البيانات,توظيف تنظيم البيانات بالجداول في حل مشكلات حياتية,Medium,أترون هذا الجدول؟ سنقوم بتعبئته من داخل منزلنا. سنكتب عدد الغرف في بيتي، عدد أجهزة الحاسوب، عدد الأسرة، عدد الذكور، وعدد الإناث، عدد المقاعد في بيتي، وعدد الحيوانات الأليفة إن وجدت.
NA - الصف 3 ｜ الرياضيات ｜ تمثيل البيانات بالجداول ｜ الفصل 1.txt,1,تمثيل البيانات,,تمثيل البيانات بالجداول,صياغة الأسئلة,تحليل البيانات,توظيف تنظيم البيانات بالجداول في حل مشكلات حياتية,Medium,ثم نحدد ونقترح ثلاثة أسئلة أستطيع أن أجيب عنها من خلال المهمة.
NA - الصف 3 ｜ الرياضيات ｜ جمع عددين ضمن 9999 دون حمل ｜ الفصل 1.txt,الفصل 1,الرياضيات,,جمع عددين ضمن 9999 دون حمل,تحليل البيانات واستخراج المعلومات من الجداول,تمثيل البيانات,,Easy,يمثل الجدول الآتي توزيع الخريجين من مؤسسة التعليم العام الفلسطينية لبعض التخصصات... هيا بنا نلاحظ الجدول، ثم سنجيب عن بعض الأسئلة.
NA - الصف 3 ｜ الرياضيات ｜ جمع عددين ضمن 9999 دون حمل ｜ الفصل 1.txt,الفصل 1,الرياضيات,,جمع عددين ضمن 9999 دون حمل,جمع أعداد مكونة من ثلاث منازل دون حمل,القيمة المنزلية (آحاد، عشرات، مئات),,Easy,هيا بنا أعزائي الطلاب سنجمع 352 زائد 126. كيف نجمع عددين مكونين من ثلاث منازل؟ تعلمنا في الصف الثاني الأساسي هذا الشيء. كيف يا ترى؟ نجمع الآحاد مع الآحاد، والعشرات مع العشرات، والمئات مع المئات.
NA - الصف 3 ｜ الرياضيات ｜ جمع عددين ضمن 9999 دون حمل ｜ الفصل 1.txt,الفصل 1,الرياضيات,,جمع عددين ضمن 9999 دون حمل,إيجاد ناتج جمع عددين ضمن 9999 دون حمل,عملية الجمع,إيجاد ناتج جمع عددين ضمن 9999 دون حمل,Medium,يتوقع منا أعزائي الطلاب بعد الانتهاء من هذا الدرس أن نكون قادرين على إيجاد ناتج جمع عددين ضمن 9999 دون حمل.
